,Date,Close
60,2021-03-30,231.85000610351562
61,2021-03-31,235.77000427246094
62,2021-04-01,242.35000610351562
63,2021-04-05,249.07000732421875
64,2021-04-06,247.86000061035156
65,2021-04-07,249.89999389648438
66,2021-04-08,253.25
67,2021-04-09,255.85000610351562
68,2021-04-12,255.91000366210938
69,2021-04-13,258.489990234375
70,2021-04-14,255.58999633789062
71,2021-04-15,259.5
72,2021-04-16,260.739990234375
73,2021-04-19,258.739990234375
74,2021-04-20,258.260009765625
75,2021-04-21,260.5799865722656
76,2021-04-22,257.1700134277344
77,2021-04-23,261.1499938964844
78,2021-04-26,261.54998779296875
79,2021-04-27,261.9700012207031
80,2021-04-28,254.55999755859375
81,2021-04-29,252.50999450683594
82,2021-04-30,252.17999267578125
83,2021-05-03,251.86000061035156
84,2021-05-04,247.7899932861328
85,2021-05-05,246.47000122070312
86,2021-05-06,249.72999572753906
87,2021-05-07,252.4600067138672
88,2021-05-10,247.17999267578125
89,2021-05-11,246.22999572753906
90,2021-05-12,239.0
91,2021-05-13,243.02999877929688
92,2021-05-14,248.14999389648438
93,2021-05-17,245.17999267578125
94,2021-05-18,243.0800018310547
95,2021-05-19,243.1199951171875
96,2021-05-20,246.47999572753906
97,2021-05-21,245.1699981689453
98,2021-05-24,250.77999877929688
99,2021-05-25,251.72000122070312
100,2021-05-26,251.49000549316406
101,2021-05-27,249.30999755859375
102,2021-05-28,249.67999267578125
103,2021-06-01,247.39999389648438
104,2021-06-02,247.3000030517578
105,2021-06-03,245.7100067138672
106,2021-06-04,250.7899932861328
107,2021-06-07,253.80999755859375
108,2021-06-08,252.57000732421875
109,2021-06-09,253.58999633789062
110,2021-06-10,257.239990234375
111,2021-06-11,257.8900146484375
112,2021-06-14,259.8900146484375
113,2021-06-15,258.3599853515625
114,2021-06-16,257.3800048828125
115,2021-06-17,260.8999938964844
116,2021-06-18,259.42999267578125
117,2021-06-21,262.6300048828125
118,2021-06-22,265.510009765625
119,2021-06-23,265.2699890136719
120,2021-06-24,266.69000244140625
121,2021-06-25,265.0199890136719
122,2021-06-28,268.7200012207031
123,2021-06-29,271.3999938964844
124,2021-06-30,270.8999938964844
125,2021-07-01,271.6000061035156
126,2021-07-02,277.6499938964844
127,2021-07-06,277.6600036621094
128,2021-07-07,279.92999267578125
129,2021-07-08,277.4200134277344
130,2021-07-09,277.94000244140625
131,2021-07-12,277.32000732421875
132,2021-07-13,280.9800109863281
133,2021-07-14,282.510009765625
134,2021-07-15,281.0299987792969
135,2021-07-16,280.75
136,2021-07-19,277.010009765625
137,2021-07-20,279.32000732421875
138,2021-07-21,281.3999938964844
139,2021-07-22,286.1400146484375
140,2021-07-23,289.6700134277344
141,2021-07-26,289.04998779296875
142,2021-07-27,286.5400085449219
143,2021-07-28,286.2200012207031
144,2021-07-29,286.5
145,2021-07-30,284.9100036621094
146,2021-08-02,284.82000732421875
147,2021-08-03,287.1199951171875
148,2021-08-04,286.510009765625
149,2021-08-05,289.5199890136719
150,2021-08-06,289.4599914550781
151,2021-08-09,288.3299865722656
152,2021-08-10,286.44000244140625
153,2021-08-11,286.95001220703125
154,2021-08-12,289.80999755859375
155,2021-08-13,292.8500061035156
156,2021-08-16,294.6000061035156
157,2021-08-17,293.0799865722656
158,2021-08-18,290.7300109863281
159,2021-08-19,296.7699890136719
160,2021-08-20,304.3599853515625
161,2021-08-23,304.6499938964844
162,2021-08-24,302.6199951171875
163,2021-08-25,302.010009765625
164,2021-08-26,299.0899963378906
165,2021-08-27,299.7200012207031
166,2021-08-30,303.5899963378906
167,2021-08-31,301.8800048828125
168,2021-09-01,301.8299865722656
169,2021-09-02,301.1499938964844
170,2021-09-03,301.1400146484375
171,2021-09-07,300.17999267578125
172,2021-09-08,300.2099914550781
173,2021-09-09,297.25
174,2021-09-10,295.7099914550781
175,2021-09-13,296.989990234375
176,2021-09-14,299.7900085449219
177,2021-09-15,304.82000732421875
178,2021-09-16,305.2200012207031
179,2021-09-17,299.8699951171875
180,2021-09-20,294.29998779296875
181,2021-09-21,294.79998779296875
182,2021-09-22,298.5799865722656
183,2021-09-23,299.55999755859375
184,2021-09-24,299.3500061035156
185,2021-09-27,294.1700134277344
186,2021-09-28,283.5199890136719
187,2021-09-29,284.0
188,2021-09-30,281.9200134277344
