,Date,Close
0,2020-12-31,132.69000244140625
1,2021-01-04,129.41000366210938
2,2021-01-05,131.00999450683594
3,2021-01-06,126.5999984741211
4,2021-01-07,130.9199981689453
5,2021-01-08,132.0500030517578
6,2021-01-11,128.97999572753906
7,2021-01-12,128.8000030517578
8,2021-01-13,130.88999938964844
9,2021-01-14,128.91000366210938
10,2021-01-15,127.13999938964844
11,2021-01-19,127.83000183105469
12,2021-01-20,132.02999877929688
13,2021-01-21,136.8699951171875
14,2021-01-22,139.07000732421875
15,2021-01-25,142.9199981689453
16,2021-01-26,143.16000366210938
17,2021-01-27,142.05999755859375
18,2021-01-28,137.08999633789062
19,2021-01-29,131.9600067138672
20,2021-02-01,134.13999938964844
21,2021-02-02,134.99000549316406
22,2021-02-03,133.94000244140625
23,2021-02-04,137.38999938964844
24,2021-02-05,136.75999450683594
25,2021-02-08,136.91000366210938
26,2021-02-09,136.00999450683594
27,2021-02-10,135.38999938964844
28,2021-02-11,135.1300048828125
29,2021-02-12,135.3699951171875
30,2021-02-16,133.19000244140625
31,2021-02-17,130.83999633789062
32,2021-02-18,129.7100067138672
33,2021-02-19,129.8699951171875
34,2021-02-22,126.0
35,2021-02-23,125.86000061035156
36,2021-02-24,125.3499984741211
37,2021-02-25,120.98999786376953
38,2021-02-26,121.26000213623047
39,2021-03-01,127.79000091552734
40,2021-03-02,125.12000274658203
41,2021-03-03,122.05999755859375
42,2021-03-04,120.12999725341797
43,2021-03-05,121.41999816894531
44,2021-03-08,116.36000061035156
45,2021-03-09,121.08999633789062
46,2021-03-10,119.9800033569336
47,2021-03-11,121.95999908447266
48,2021-03-12,121.02999877929688
49,2021-03-15,123.98999786376953
50,2021-03-16,125.56999969482422
51,2021-03-17,124.76000213623047
52,2021-03-18,120.52999877929688
53,2021-03-19,119.98999786376953
54,2021-03-22,123.38999938964844
55,2021-03-23,122.54000091552734
56,2021-03-24,120.08999633789062
57,2021-03-25,120.58999633789062
58,2021-03-26,121.20999908447266
59,2021-03-29,121.38999938964844
60,2021-03-30,119.9000015258789
61,2021-03-31,122.1500015258789
62,2021-04-01,123.0
63,2021-04-05,125.9000015258789
64,2021-04-06,126.20999908447266
65,2021-04-07,127.9000015258789
66,2021-04-08,130.36000061035156
67,2021-04-09,133.0
68,2021-04-12,131.24000549316406
69,2021-04-13,134.42999267578125
70,2021-04-14,132.02999877929688
71,2021-04-15,134.5
72,2021-04-16,134.16000366210938
73,2021-04-19,134.83999633789062
74,2021-04-20,133.11000061035156
75,2021-04-21,133.5
76,2021-04-22,131.94000244140625
77,2021-04-23,134.32000732421875
78,2021-04-26,134.72000122070312
79,2021-04-27,134.38999938964844
80,2021-04-28,133.5800018310547
81,2021-04-29,133.47999572753906
82,2021-04-30,131.4600067138672
83,2021-05-03,132.5399932861328
84,2021-05-04,127.8499984741211
85,2021-05-05,128.10000610351562
86,2021-05-06,129.74000549316406
87,2021-05-07,130.2100067138672
88,2021-05-10,126.8499984741211
89,2021-05-11,125.91000366210938
90,2021-05-12,122.7699966430664
91,2021-05-13,124.97000122070312
92,2021-05-14,127.44999694824219
93,2021-05-17,126.2699966430664
94,2021-05-18,124.8499984741211
95,2021-05-19,124.69000244140625
96,2021-05-20,127.30999755859375
97,2021-05-21,125.43000030517578
98,2021-05-24,127.0999984741211
99,2021-05-25,126.9000015258789
100,2021-05-26,126.8499984741211
101,2021-05-27,125.27999877929688
102,2021-05-28,124.61000061035156
103,2021-06-01,124.27999877929688
104,2021-06-02,125.05999755859375
105,2021-06-03,123.54000091552734
106,2021-06-04,125.88999938964844
107,2021-06-07,125.9000015258789
108,2021-06-08,126.73999786376953
109,2021-06-09,127.12999725341797
110,2021-06-10,126.11000061035156
111,2021-06-11,127.3499984741211
112,2021-06-14,130.47999572753906
113,2021-06-15,129.63999938964844
114,2021-06-16,130.14999389648438
115,2021-06-17,131.7899932861328
116,2021-06-18,130.4600067138672
117,2021-06-21,132.3000030517578
118,2021-06-22,133.97999572753906
119,2021-06-23,133.6999969482422
120,2021-06-24,133.41000366210938
121,2021-06-25,133.11000061035156
122,2021-06-28,134.77999877929688
123,2021-06-29,136.3300018310547
124,2021-06-30,136.9600067138672
125,2021-07-01,137.27000427246094
126,2021-07-02,139.9600067138672
127,2021-07-06,142.02000427246094
128,2021-07-07,144.57000732421875
129,2021-07-08,143.24000549316406
130,2021-07-09,145.11000061035156
131,2021-07-12,144.5
132,2021-07-13,145.63999938964844
133,2021-07-14,149.14999389648438
134,2021-07-15,148.47999572753906
135,2021-07-16,146.38999938964844
136,2021-07-19,142.4499969482422
137,2021-07-20,146.14999389648438
138,2021-07-21,145.39999389648438
139,2021-07-22,146.8000030517578
140,2021-07-23,148.55999755859375
141,2021-07-26,148.99000549316406
142,2021-07-27,146.77000427246094
143,2021-07-28,144.97999572753906
144,2021-07-29,145.63999938964844
145,2021-07-30,145.86000061035156
146,2021-08-02,145.52000427246094
147,2021-08-03,147.36000061035156
148,2021-08-04,146.9499969482422
149,2021-08-05,147.05999755859375
150,2021-08-06,146.13999938964844
151,2021-08-09,146.08999633789062
152,2021-08-10,145.60000610351562
153,2021-08-11,145.86000061035156
154,2021-08-12,148.88999938964844
155,2021-08-13,149.10000610351562
156,2021-08-16,151.1199951171875
157,2021-08-17,150.19000244140625
158,2021-08-18,146.36000061035156
159,2021-08-19,146.6999969482422
160,2021-08-20,148.19000244140625
161,2021-08-23,149.7100067138672
162,2021-08-24,149.6199951171875
163,2021-08-25,148.36000061035156
164,2021-08-26,147.5399932861328
165,2021-08-27,148.60000610351562
166,2021-08-30,153.1199951171875
167,2021-08-31,151.8300018310547
168,2021-09-01,152.50999450683594
169,2021-09-02,153.64999389648438
170,2021-09-03,154.3000030517578
171,2021-09-07,156.69000244140625
172,2021-09-08,155.11000061035156
173,2021-09-09,154.07000732421875
174,2021-09-10,148.97000122070312
175,2021-09-13,149.5500030517578
176,2021-09-14,148.1199951171875
177,2021-09-15,149.02999877929688
178,2021-09-16,148.7899932861328
179,2021-09-17,146.05999755859375
180,2021-09-20,142.94000244140625
181,2021-09-21,143.42999267578125
182,2021-09-22,145.85000610351562
183,2021-09-23,146.8300018310547
184,2021-09-24,146.9199981689453
185,2021-09-27,145.3699951171875
186,2021-09-28,141.91000366210938
187,2021-09-29,142.8300018310547
188,2021-09-30,141.5
